дата,время,рейтинг,текст,автор,likes_count,official_answer,город,отделение,люди
2026-03-31,14:57:00,5,"Добрый день,спасибо большое Серикжану за отзывчивость и добросовестную работу,четка все объяснил и решил проблему 👍
Всему филиалу процветания и по больше денежных клиентов🫰🏻
Очень вежливое обслуживание",Кымбат Алтынжанова,0,"{'date_created': '2026-03-31T21:20:24.003448+07:00', 'id': '63720884', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Благодарим за ваш отзыв. Очень рады, что обслуживание вас устроило и все вопросы были решены быстро и профессионально. Ваши слова вдохновляют нас работать ещё лучше!'}",Павлодар,Академия Сатпаева улица,серикжан
2026-03-31,13:00:38,5,"Была на консультации, менеджер Райхан профессионально проконсультировала , Рахмет вам !",Римма Смагулова,0,"{'date_created': '2026-03-31T21:19:48.74925+07:00', 'id': '63720859', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Благодарим за ваш отзыв. Рады, что консультация прошла профессионально и оставила у вас положительное впечатление!'}",Павлодар,Академия Сатпаева улица,райхан
2026-03-30,03:54:32,5,"Оформил ипотеку, и всё прошло гладко. Никаких лишних документов не требовали, менеджеры всё объяснили и помогли. Процентная ставка порадовала.",Даниил Николаев,0,"{'date_created': '2026-03-30T19:59:06.573843+07:00', 'id': '63658446', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Благодарим за отзыв! Рады, что оформление ипотеки прошло легко и вы остались довольны условиями. Спасибо за доверие!'}",Павлодар,Академия Сатпаева улица,
2026-03-29,15:58:03,5,"Стабильный банк с понятными условиями по кредитам, проценты нормальные. По вкладам интересно, но пока выбираю как лутше вложить деньги. Чтобы понемногу капало, наверное открою тут вклад, пусть копится",Артур Смирнов,0,"{'date_created': '2026-03-30T19:46:56.302866+07:00', 'id': '63657636', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Благодарим за отзыв! Рады, что вы оценили условия и рассматриваете наши продукты для сбережений. Спасибо за доверие — будем рады видеть вас среди вкладчиков!'}",Павлодар,Академия Сатпаева улица,
2026-03-29,00:45:28,5,"У меня карта Фридом банка — пользоваться удобно, кешбэк начисляется регулярно. Можно выбирать, куда направлять баллы.",Алексей Виноходов,0,"{'date_created': '2026-03-30T19:35:17.138817+07:00', 'id': '63656931', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Благодарим за отзыв! Рады, что вам удобно пользоваться картой и вы оценили возможности кэшбэка. Спасибо за доверие!'}",Павлодар,Академия Сатпаева улица,
2026-03-28,15:57:29,5,"Банк оперативно решает любые вопросы, связанные с обслуживанием. Если возникают проблемы, их быстро решают. Нравится высокий уровень сервиса, внимание к клиентам",Вика Петрова,0,"{'date_created': '2026-03-28T20:29:40.190227+07:00', 'id': '63554547', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Благодарим за ваш отзыв 💚 \nМы всегда стараемся сделать обслуживание простым и комфортным для вас.'}",Павлодар,Академия Сатпаева улица,
2026-03-27,17:13:21,5,"Хочу выразить благодарность сотруднику банка Райхан за высокий уровень профессионализма и внимательное отношение к клиентам. Обслуживание было быстрым, понятным и очень вежливым. Райхан подробно объяснила все условия, ответила на мои вопросы и помогла выбрать наиболее подходящее решение. Особенно приятно, что ко мне отнеслись с уважением и терпением. Спасибо за качественную работу!",Жакупова Макпал,0,"{'date_created': '2026-03-27T23:25:19.695908+07:00', 'id': '63525662', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Благодарим вас за тёплый и подробный отзыв. Нам очень приятно, что обслуживание прошло для вас комфортно, а наши сотрудники проявили внимание и профессионализм. Будем рады видеть вас снова!'}",Павлодар,Академия Сатпаева улица,райхан
2026-03-26,18:29:25,5,"Спасибо Ержасулану! Сотрудник банка проявил высокий уровень профессионализма и ответственности. Вежливо и грамотно проконсультировал по всем интересующим вопросам, подробно разъяснил условия услуг и помог выбрать наиболее подходящий вариант. Работа выполнена оперативно и качественно. Благодарю за внимательное отношение к клиентам.",Айжан Даирова,0,"{'date_created': '2026-03-26T21:36:56.235571+07:00', 'id': '63467167', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Спасибо за обратную связь, мы ценим ваше мнение. 💚'}",Павлодар,Академия Сатпаева улица,
2026-03-19,18:20:11,5,"Сделали карту за пару минут!) Да ещё с приятным дизайном, который выбрала сама)) Очень вежливое обслуживание. Не пришлось ждать - зашла и сразу подошёл менеджер)",Ольга Ивашкина,0,"{'date_created': '2026-03-19T18:33:32.259703+07:00', 'id': '63087393', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Благодарим вас за тёплый отзыв 😊 Рады, что оформление карты прошло быстро и вы смогли выбрать приятный дизайн!'}",Павлодар,Академия Сатпаева улица,
2026-03-19,01:52:55,5,Отличная работа сотрудников. Спасибо за помощь,МаРина Maкамбеджан,0,"{'date_created': '2026-03-19T14:40:03.07587+07:00', 'id': '63070740', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Спасибо за ваш отзыв! Нам приятно, что работа наших специалистов оставила положительное впечатление.'}",Павлодар,Академия Сатпаева улица,
2026-03-17,20:44:28,5,"Офис просторный и удобный. Сотрудники приветливые, очередь быстрая",Карима Омарова,0,"{'date_created': '2026-03-18T05:46:00.292756+07:00', 'id': '62999738', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброй ночи! Спасибо большое, что выбираете нас. Мы были рады вас видеть💚'}",Павлодар,Академия Сатпаева улица,
2026-03-16,14:26:28,5,"Была у вас в Банке, мне все понравилось Спасибо менеджеру Райхан за её профессионализм и грамотную консультацию 🤗",User User,0,"{'date_created': '2026-03-16T16:00:34.349227+07:00', 'id': '62881378', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Спасибо за ваш отзыв, нам важно ваше мнение. 💚'}",Павлодар,Академия Сатпаева улица,райхан
2026-03-05,15:50:49,5,"Мобильное приложение в целом удобное, но иногда «зависает» при загрузке истории операций. Ещё баланс обновляется не сразу после операции — приходится ждать. Для меня критично, так как веду строгий учёт расходов",Артём Лучкин,0,"{'date_created': '2026-03-05T21:36:45.197017+07:00', 'id': '62375552', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Нам жаль, что вы столкнулись с такой ситуацией 😔 Для более детальной проверки, пожалуйста, напишите нам в Instagram Direct @bankffin.kz, свяжитесь по номеру 595 или через WhatsApp +7 776 1 595 595 - мы разберёмся и поможем вам. Вы также можете оставить контакты, и мы свяжемся с вами.'}",Павлодар,Академия Сатпаева улица,
2026-03-04,19:55:51,5,"Активировал инвестиционную валюту и не пожалел. Теперь все мои расходы превращаются в активы. Даже если не тратить ETN, они растут вместе с акциями холдинга. Это как пассивный доход",Семён Ухов,0,"{'date_created': '2026-03-04T20:43:54.829149+07:00', 'id': '62314626', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер!\nБлагодарим вас за отзыв! Рады, что активация инвестиционной валюты Freedom приносит вам пользу и помогает чувствовать рост активов.💚'}",Павлодар,Академия Сатпаева улица,
2026-03-04,03:14:25,5,"Программа лояльности — мой любимый бонус. Особенно радует, что можно получать до 30% кешбэка при покупках в экосистеме Freedom. Уже использовал его для оплаты страховки и билетов — очень удобно",Олег Иванов,0,"{'date_created': '2026-03-04T16:57:57.245544+07:00', 'id': '62301238', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день!\nСпасибо за ваш отзыв! Рады, что программа лояльности и кешбэк приносят вам удобство и пользу.'}",Павлодар,Академия Сатпаева улица,
2026-03-04,03:06:50,5,"Хочу сказать спасибо за программу лояльности. Я часто покупаю продукты и топливо, а «Фридом Банк» возвращает мне часть денег. За год накопил достаточно бонусов, чтобы оплатить отпускную страховку. Это реально экономит бюджет",Кирилл Белов,0,"{'date_created': '2026-03-04T16:59:04.182925+07:00', 'id': '62301316', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день!\nБлагодарим вас за отзыв! Рады, что сервис приносит реальную пользу вашему бюджету!💚🙌'}",Павлодар,Академия Сатпаева улица,
2026-02-27,18:49:02,5,"Спасибо менеджеру Райхан, отличный специалист, консультирует грамотно и профессионально",Apple User,0,"{'date_created': '2026-02-27T19:19:06.962811+07:00', 'id': '62048151', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер, спасибо вам большое, очень приятно получать обратную связь! Мы всегда вам рады🤝🏻💚'}",Павлодар,Академия Сатпаева улица,райхан
2026-02-27,16:08:38,5,Спасибо большое очень хорошо что вы есть,Дармен Сатиев,0,"{'date_created': '2026-02-27T19:15:42.634624+07:00', 'id': '62047990', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Спасибо вам за отзыв и высокую оценку😊 Будем рады вам всегда!'}",Павлодар,Академия Сатпаева улица,
2026-02-27,14:18:19,5,Спасибо менеджеру Райхан за профессиональную консультацию,Асанали Агзамов,0,"{'date_created': '2026-02-27T19:14:28.02086+07:00', 'id': '62047941', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер, огромное спасибо за теплые слова! Мы старались✨'}",Павлодар,Академия Сатпаева улица,райхан
2026-02-26,13:07:34,5,Спасибо самый лучший банк! обслуживание топ. Девчата молодцы. Народ нужно массово сюда переходить. НАМНОГО ЛУЧШЕ ЧЕМ КАСПИ И БЦК,Mira Rima,0,"{'date_created': '2026-02-26T18:42:55.431512+07:00', 'id': '61990516', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Спасибо, что поделились вашим опытом. 💚'}",Павлодар,Академия Сатпаева улица,
2026-02-24,13:47:27,5,спасибо Анель и Асем за качественный сервис!!,Алмагуль Имангельдинова,0,"{'date_created': '2026-02-24T15:59:39.518924+07:00', 'id': '61848217', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! ✨ Благодарим за отзыв! Очень приятно, что вы остались довольны качеством сервиса. Спасибо за доверие!'}",Павлодар,Академия Сатпаева улица,анель
2026-02-24,13:29:58,5,"Добрый день!Пришла в отделение Фридом на консультацию про депозит.Меня приняла Анель ,выслушала всю мою ситуацию и помогла и подсказала,как сделать мне хранение моих сбережений удобным. Помогла мне открыть и онлайн-банкинг!Теперь я являюсь Вашим клиентом и полностью Вам доверяю!!!Очень нравится и пользоваться картой Фридом для оплаты своих покупок!",Айгуль Турсунханова,0,"{'date_created': '2026-02-24T15:58:27.374999+07:00', 'id': '61848121', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! 🌸 Благодарим вас за такой тёплый и искренний отзыв! Рады, что консультация по депозиту была полезной и вы нашли удобное решение для своих сбережений. Спасибо за доверие и выбор нашего банка - нам очень приятно быть частью ваших финансовых решений!'}",Павлодар,Академия Сатпаева улица,
2026-02-19,23:25:31,5,Отличный банк специалисты все вежливые всё внятно объяснят .Являюсь клиентом банка очень доволен.,Нурлан Исенов,0,"{'date_created': '2026-02-20T05:48:35.982478+07:00', 'id': '61663956', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброй ночи! Благодарим за отзыв и доверие! Рады, что вы довольны обслуживанием. Спасибо, что вы с нами!'}",Павлодар,Академия Сатпаева улица,
2026-02-16,18:11:45,5,Благодарю Райхан за консультацию!,ЖАННА Адильбекова,0,"{'date_created': '2026-02-17T03:28:28.608616+07:00', 'id': '61486022', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Спасибо большое, что выбрали нас 😉 Ждём вас вновь 💚'}",Павлодар,Академия Сатпаева улица,райхан
2026-01-18,12:04:41,5,"Отличный банк. Обслуживание на высшем уровне. Делал карту, все внятно объяснили.",Stanislav Bronson,0,"{'date_created': '2026-01-18T20:57:55.84691+07:00', 'id': '59945420', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Спасибо вам большое за ваш отзыв и оценку 💚'}",Павлодар,Академия Сатпаева улица,
2026-01-06,12:45:56,5,"Отличный банк, хорошие кэшбеки",Павлодарский Ревизор,0,"{'date_created': '2026-01-08T20:04:54.53007+07:00', 'id': '59462478', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Спасибо, за отзыв, ждём вас вновь 💚'}",Павлодар,Академия Сатпаева улица,
2025-12-30,22:36:12,5,"Дандыбаева Асем огромное спасибо за обсуждение, все по делу и по человечески, если кому обращаться то только к ней🫂🫂🫂",Loliк Linkels,0,"{'date_created': '2026-01-04T13:26:15.427263+07:00', 'id': '59288313', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Спасибо за добрые слова! Мы всегда стремимся к качественному обслуживанию. 💚'}",Павлодар,Академия Сатпаева улица,асем дандыбаева
2025-12-27,03:08:05,5,"Лучший банк в Павлодаре, как по обслуживанию, так и по отношению к клиентам от входа до выхода обслужат, проведут, еще и кофе угощают",Kimbl Chyo,0,"{'date_created': '2025-12-27T20:47:10.484073+07:00', 'id': '59049279', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Большое спасибо за ваш тёплый отзыв! Нам очень приятно слышать, что вы высоко оценили обслуживание в нашем отделении - от приветствия до прощания. Мы рады, что смогли создать для вас комфортную атмосферу, и обязательно продолжим радовать наших клиентов вниманием и заботой!'}",Павлодар,Академия Сатпаева улица,
2025-12-25,18:48:25,5,"Дандыбаева Асема очень хороший менеджер, уже не раз прихожу и она делает все профессионально! Всегда улыбчивая очень отзывчивая! По больше таких сотрудников 👍👍👍👍",Багдат Баисов,0,"{'date_created': '2025-12-27T20:43:52.432799+07:00', 'id': '59049158', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Спасибо большое за ваш отзыв! Нам очень приятно слышать, что Дандыбаева Асема всегда профессионально помогает и делает ваше обращение комфортным. Обязательно передадим ей ваши тёплые слова - такие сотрудники вдохновляют всю команду!'}",Павлодар,Академия Сатпаева улица,асем дандыбаева
2025-12-25,18:01:17,5,"Спасибо огромное Ведущему менеджеру Асем , очень внимательная , приятная сотрудница Фридом Банка , помогла с открытием счета , проконсультировала . Побольше таких сотрудников 👍👍👍",Светлана Кеилбах,0,"{'date_created': '2025-12-27T20:43:10.635073+07:00', 'id': '59049139', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Большое спасибо за ваш тёплый отзыв! Нам очень приятно, что Асем смогла помочь вам с открытием счета и предоставила консультацию на высоком уровне.'}",Павлодар,Академия Сатпаева улица,асем дандыбаева
2025-12-25,17:38:36,5,"Класс, особено Анеля",AlexD655,0,"{'date_created': '2025-12-27T20:42:31.201298+07:00', 'id': '59049119', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Спасибо за ваш отзыв!'}",Павлодар,Академия Сатпаева улица,анель
2025-12-25,15:10:33,5,Прекрасное и быстрое обслуживание менеджеру Асем спасибо,ELMIRA Zhukina,0,"{'date_created': '2025-12-27T20:40:33.63876+07:00', 'id': '59049061', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Спасибо за ваш отзыв! Рады, что Асем смогла быстро и качественно обслужить вас. Обязательно передадим ваши слова. Будем рады видеть вас снова!'}",Павлодар,Академия Сатпаева улица,асем дандыбаева
2025-12-25,09:41:06,5,"Обратился в банк с проблемой блокировки карты, менеджер Асем быстро ответила на все вопросы, приняла заявление и буквально через 10 минут карта снова заработала! Благодарю весь персонал отделения за высокий уровень обслуживания - все очень приятные и отзывчивые. Көп рахмет!",Даниил Маркин,0,"{'date_created': '2025-12-27T20:39:30.046575+07:00', 'id': '59049030', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Спасибо большое за ваш отзыв! Рады, что Асем смогла быстро помочь с вашей картой, а весь персонал оставил у вас приятные впечатления. Обязательно передадим ваши слова сотрудникам.'}",Павлодар,Академия Сатпаева улица,асем дандыбаева
2025-12-24,16:39:53,5,"Серикжан крепкий парень, крепкий банк и Меруерт супер",Арман Мусин,0,"{'date_created': '2025-12-24T21:39:55.709646+07:00', 'id': '58915477', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер. Большое спасибо, что выбираете нас 😉 Ждём вас в гости снова.'}",Павлодар,Академия Сатпаева улица,меруерт
2025-12-19,13:55:58,5,"пришел недавно с проблемой что не могу сделать карту в фридоме уже 3-4 месяца про консультировался у сотрудника Анель и буквально через неделю мне ее открыли. Очень опытный, добрый, отзывчивый человек, всем советую обратиться к этому сотруднику она обязательно решит вашу проблему",Yerzhan Oral,0,"{'date_created': '2025-12-19T18:52:43.055907+07:00', 'id': '58653370', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Благодарим за приятный отклик 🙏 Будем ждать вас снова 💚'}",Павлодар,Академия Сатпаева улица,анель
2025-12-16,19:19:11,5,"Отличный сервис 
Отдельное спасибо менеджеру Анель",Kamran Aliyev,0,"{'date_created': '2025-12-17T13:51:40.016166+07:00', 'id': '58525065', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день!\nБольшое спасибо за ваш отзыв! Нам очень приятно, что вы оценили качество обслуживания.'}",Павлодар,Академия Сатпаева улица,анель
2025-12-15,19:34:08,5,Классный банк. Обслуживание отличное 👍 Анель спасибо за консультацию. Благодаря Кэшбэком за месяц хорошая сумма получается. Успехов вашей команде и побольше клиентов.,Александр Шанькин,0,"{'date_created': '2025-12-16T06:19:00.104607+07:00', 'id': '58460636', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброй ночи! Спасибо за ваш тёплый отзыв 💚 Рады, что консультация была полезной, а кэшбэки приносят удовольствие!'}",Павлодар,Академия Сатпаева улица,анель
2025-12-10,21:50:33,5,"Просила себе перенести дату платежа на другое время, так отказали. А у нас с зарплатой проблемы начались, задерживают. Мне платить, а денег нет на карте. Ну потом все равно договорились мы с банком, но блин нервы лишние. С другой стороны, мне везде отказывали в кредите, а тут дали, большая сума была.",Елена Барсегян,0,"{'date_created': '2025-12-11T16:18:54.270345+07:00', 'id': '58248443', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Нам очень жаль, что вы столкнулись с такой ситуацией. Для детальной проверки просим вас написать нам в Instagram Direct @bankffin.kz, в WhatsApp +7 776 1 595 595 или позвонить на горячую линию 595. Вы также можете указать свои контактные данные - мы свяжемся с вами и поможем разобраться.'}",Павлодар,Академия Сатпаева улица,
2025-12-08,23:35:12,1,Нам никак не помогли разрешить нашу проблему👎.,А7 А7,0,"{'date_created': '2025-12-09T15:19:00.051634+07:00', 'id': '58140957', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Нам очень жаль, что у вас возникли такие неудобства. Пожалуйста, свяжитесь с нами удобным для вас способом - в Instagram Direct @bankffin.kz, WhatsApp по номеру +7 776 1 595 595 или по короткому номеру 595. Мы обязательно проверим всё и постараемся как можно быстрее решить вашу проблему. Благодарим за понимание!'}",Павлодар,Академия Сатпаева улица,
2025-12-07,02:50:27,5,"Нашол сибе машинку с рук а штобы ни ушла надо, было, деньги быстро. А уже ноч почти куда ити? Ну друг сказал типа на сайте поищи кто дает. Я быстро зашол все вроде нормально заполнил, а тут сразу мне менеджер звонит. Ну там ище уточнили всякое я, ни правильно, заявку сделал. Но на утро уже деньги на карту упали, так что я успел колесато купить. Ну типерь плачу конечно а куда диваца. Зато сам за рулем",Сева Белокурь,0,"{'date_created': '2025-12-07T11:50:46.472296+07:00', 'id': '58020796', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброе утро, Сева. Спасибо вам за отзыв и оценку 🔥'}",Павлодар,Академия Сатпаева улица,
2025-12-04,16:28:13,5,Отношение к клиентам здесь хорошее. Всех обслуживают по очереди. Очередь долго не задерживается,Данияр Жаксылыков,0,"{'date_created': '2025-12-05T17:19:29.061231+07:00', 'id': '57951050', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день, Данияр! Спасибо большое за отзыв и высокую оценку 🙏 Рады были вам помочь. 💚'}",Павлодар,Академия Сатпаева улица,
2025-11-29,18:54:14,5,"Мне условия по вкладам понравились в этом банке, я потому его и выбрала. Сейчас надо, чтобы деньги работали, ато вообще сгорят, инфляция же. Проценты приличные такие, посчитала, что за год накоплю на поездку туристическую",Наталья Петрова,1,"{'date_created': '2025-12-01T14:08:37.402224+07:00', 'id': '57703818', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Очень приятно получать такую позитивную обратную связь. Спасибо, что выбираете нас!'}",Павлодар,Академия Сатпаева улица,
2025-11-17,18:58:13,5,"Хочу отметить высокий уровень обслуживания Freedom Bank. Сотрудницы Меруерт и Кымбат проявили профессионализм, тактичность и внимательное отношение. Благодарю за качественную помощь.",Ирина Тарасова,0,"{'date_created': '2025-11-18T05:18:54.29188+07:00', 'id': '56997380', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброй ночи! Спасибо за ваш отзыв 💚 Рады, что наше обслуживание вам понравилось и вопросы были решены профессионально и с вниманием!'}",Павлодар,Академия Сатпаева улица,меруерт
2025-11-17,18:46:25,5,Freedom Bank — супер сервис! Спасибо Меруерт и Кымбат за внимание и хорошее отношение.,Даурен Елеусизов,0,"{'date_created': '2025-11-18T05:18:45.139289+07:00', 'id': '56997377', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброй ночи! Спасибо за ваш отзыв 💚 Рады, что обслуживание оставило только положительные впечатления!'}",Павлодар,Академия Сатпаева улица,меруерт
2025-11-17,18:43:27,5,"Спасибо Freedom Bank за отличный подход! Меруерт и Кымбат — просто замечательные: быстро помогли, всё понятно объяснили и оставили приятное впечатление. Отличная команда!",Динара Коппасова,0,"{'date_created': '2025-11-18T05:18:05.387426+07:00', 'id': '56997371', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброй ночи! Спасибо за ваш отзыв 💚 Рады, что обслуживание прошло быстро и приятно, и вы остались довольны нашей командой!'}",Павлодар,Академия Сатпаева улица,меруерт
2025-11-17,18:25:24,5,"Отличный сервис Freedom Bank! Огромное спасибо Меруерт и Кымбат — очень вежливые, внимательные и профессиональные сотрудницы. Приятно обращаться, когда так тепло помогают.",Надежда 🤍 🤍,0,"{'date_created': '2025-11-18T05:17:39.125737+07:00', 'id': '56997369', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброй ночи! Спасибо за ваш отзыв 💚 Рады, что обслуживание оставило только положительные впечатления!'}",Павлодар,Академия Сатпаева улица,меруерт
2025-11-17,18:14:20,5,"Классный банк! Отдельное спасибо Кымбат и Меруерт за помощь, очень благодарен!",Қыдырғали ~,0,"{'date_created': '2025-11-17T18:24:16.307857+07:00', 'id': '56971132', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день!\nИскренне благодарим вас за тёплый отзыв. Нам очень приятно знать, что работа сотрудников филиала помогла вам быстро и удобно решить ваш вопрос. Будем рады видеть вас снова!'}",Павлодар,Академия Сатпаева улица,кымбат
