дата,время,рейтинг,текст,автор,likes_count,official_answer,город,отделение,люди
2026-04-14,20:10:13,5,Озира менеджер жаксы кызмет корсетты рахмет 👍💐,Гульжан Сулейменова,0,"{'date_created': '2026-04-15T19:57:56.029686+07:00', 'id': '64483999', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш! Сіздің тәжірибеңізді жақсарта алғанымызға қуаныштымыз. 💚'}",Шымкент,Улица Казыбек би,
2026-04-11,17:15:22,5,"Азиза менеджерге үлкен рахмет, профессионал👍 
Картамыз блокировкаға түсіп қалып еді, таңертең бардым, түстен соң уже шешіп берді👍👍👍",Назерке Асабаева,0,"{'date_created': '2026-04-12T07:58:14.167129+07:00', 'id': '64291400', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы таң! Сіздің пікіріңіз біз үшін маңызды, пікір қалдырғаныңыз үшін рахмет. 💚'}",Шымкент,Улица Казыбек би,
2026-04-07,19:33:12,5,"Хотелось бы сказать огромное спасибо за профессиональную поддержку Пак Татьяне, начальнику ПКО. Чувствуется опыт и искреннее желание помочь клиенту. Побольше бы таких сотрудников как она",Laura Danabekova,0,"{'date_created': '2026-04-08T02:15:50.6854+07:00', 'id': '64082286', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Благодарим за ваши тёплые слова😊 Нам очень приятно, что вы отметили высокий профессионализм и внимательное отношение нашего сотрудника.'}",Шымкент,Улица Казыбек би,
2026-04-07,03:14:08,5,Обслуживание на уровне! Благодарю менеджера в оперативной помощи,Актан Аширбаев,0,"{'date_created': '2026-04-08T02:06:00.116389+07:00', 'id': '64082125', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Большое спасибо, что выбираете нас😌💚'}",Шымкент,Улица Казыбек би,
2026-04-03,15:20:07,5,Өзира рахмет жақсы қызметкер керемет көмек көрсетті😘,Bakyt Rasheva,0,"{'date_created': '2026-04-04T19:05:05.848598+07:00', 'id': '63917043', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Өз тәжірибеңізбен бөліскеніңіз үшін рахмет. 💚'}",Шымкент,Улица Казыбек би,қанатқызы өзира
2026-04-03,14:28:55,5,"менеджер Гузяль, жұмысы өте тиянақты, грамотна жасайды. рахмет ❤",Салтанат Салтанат,0,"{'date_created': '2026-04-04T19:04:57.003288+07:00', 'id': '63917037', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Кері байланысыңыз үшін рахмет, біз сіздің пікіріңізді бағалаймыз. 💚'}",Шымкент,Улица Казыбек би,
2026-04-03,13:26:49,5,"Спасибо менеджеру Гузяль,все быстро сделала!",Сергей Провозин,0,"{'date_created': '2026-04-04T19:04:51.010609+07:00', 'id': '63917034', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый день! Спасибо за обратную связь, мы ценим ваше мнение. 💚'}",Шымкент,Улица Казыбек би,
2026-04-02,19:57:39,5,"Өзира менеджер өте жақсы көмектесті рахмет ,сұрақтарыммның бәріне жақсы әрі тез жауап берді 👍🏻👍🏻",Майра Джаманкулова,0,"{'date_created': '2026-04-02T20:59:50.696791+07:00', 'id': '63832471', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш! Жылы пікіріңізге үлкен рақмет. Қызмет көрсету сапасына көңіліңіз толғанына қуаныштымыз.'}",Шымкент,Улица Казыбек би,
2026-04-02,19:09:12,5,Өзира жақсы кеңес берді рахмет,Apple User,0,"{'date_created': '2026-04-02T19:47:11.418992+07:00', 'id': '63828231', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш! Пікіріңізге рахмет, қызмет көрсетуіміз сізге пайдалы болғанына өте қуаныштымыз.'}",Шымкент,Улица Казыбек би,
2026-04-02,16:36:28,5,Менеджеры хорошие. На просьбу или проблему оперативно реагируют.,Ержан Ауельбеков,0,"{'date_created': '2026-04-02T19:45:56.684081+07:00', 'id': '63828168', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Благодарим вас за отзыв! Рады, что уровень обслуживания соответствует вашим ожиданиям и делает пользование нашим сервисом комфортным.'}",Шымкент,Улица Казыбек би,
2026-04-01,15:53:50,5,Өзира рақмет ырзамын,Ilyas Ibragim,0,"{'date_created': '2026-04-01T16:47:06.579975+07:00', 'id': '63761032', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Пікіріңіз үшін рахмет, бізбен бірге екеніңізге қуаныштымыз. 💚'}",Шымкент,Улица Казыбек би,
2026-04-01,14:22:37,5,Өзира менеджер жақсы көмек көрсетті 👍,Нургали Сабырбек,0,"{'date_created': '2026-04-01T16:46:24.210777+07:00', 'id': '63760996', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Пікіріңіз үшін рахмет, сіздің ойыңыз біз үшін маңызды. 💚'}",Шымкент,Улица Казыбек би,
2026-03-30,12:34:41,5,"Салима деген менеджрмен кішкене түсінбестік болды. 
Фридом банк осы филиал басшылары тез жауап қайтарып, маманмен түсіндірме жұмыстарын жасап, ол кісі де өз қателігін мойындап, кешірім сұрады. Өте жақсы банк екен. 
Ризамын қызметтеріне. 
Енді тағы 1-2 ұсыныс фридомның терминалдарын көбейтсеңіздер немесе комиссиясыз басқа терминалдар арқылы салу мүмкіндігін жасасаңыздар, клиенттерге ыңғайлы болатын еді. 
Банктеріңіз жалпы СНГ, Әлем бойынша 1 орында тұруына тілектеспін.",Азамат Ауез,0,"{'date_created': '2026-03-30T20:44:04.210622+07:00', 'id': '63661156', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш! Сізде осындай жағдай орын алғанына шын жүректен өкініш білдіреміз.\nАталған мәселе бойынша ақпаратыңызды жауапты бөлімге жолдадық — міндетті түрде тексеру жүргізіліп, тиісті шаралар қабылданады. Қызметкерлердің жұмысы мен кеңес беру сапасы әрдайым бақылауда болады, сондықтан бұл жағдай назардан тыс қалмайды.\nСізге қолайсыздық тудырғаны үшін кешірім сұраймыз! 🙌🏼'}",Шымкент,Улица Казыбек би,
2026-03-30,04:04:24,5,"Брала в Фридом банке автокредит — в теории всё красиво, а на практике ставка оказалась не такой уж выгодной, как на сайте обещали. Но оформление быстрое, это плюс.",Виктория Ряполова,0,"{'date_created': '2026-03-30T20:26:38.240807+07:00', 'id': '63660255', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Благодарим за отзыв 😊 Понимаем ваши замечания. Однако условия и ставка кредита могут зависеть от ряда факторов и скоринговых решений. При дополнительных вопросах напишите нам в Direct Instagram @bankffin.kz , будем рады помочь.'}",Шымкент,Улица Казыбек би,
2026-03-29,19:20:49,5,"У меня карта Фридом Банка. Постоянно получаю возврат средств при покупках, а если перевести кэшбек в валюту банка, можно ещё и инвестировать. Очень круто!",El L,0,"{'date_created': '2026-03-30T20:24:02.229036+07:00', 'id': '63660145', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Благодарим за такой позитивный отзыв! Рады, что вы оценили возможности кэшбэка и инвестиционные функции. Спасибо за доверие и выбор нашего банка!'}",Шымкент,Улица Казыбек би,
2026-03-28,17:06:33,5,"Фридом Банк — топ. Взяла тут автокредит, всё чётко, по делу. Оформление онлайн, документы минимум. Ставки по процентам нормальные, платить легко",Городская легенда,0,"{'date_created': '2026-03-28T20:43:11.422392+07:00', 'id': '63555025', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Благодарим за отзыв 💚 \nРады, что оформление автокредита прошло легко и удобно, а условия были комфортными для вас.'}",Шымкент,Улица Казыбек би,
2026-03-26,19:03:05,5,Өзира менеджер керемет қызмет көрсетті рахмет!👍🏻,Гулжамал Адешева,0,"{'date_created': '2026-03-26T21:31:05.107626+07:00', 'id': '63466865', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш! Біздің қызметіміз сізге ұнағанына қуаныштымыз. 💚'}",Шымкент,Улица Казыбек би,
2026-03-20,18:26:37,1,"Банкомат в банке не зачисляет правильно, у меня не зачислили все, написала заявление но остаток в банкомате нет это их ответ. Однако банкомат крадет денег.",Gulnur А,0,"{'date_created': '2026-03-22T05:08:41.072645+07:00', 'id': '63195225', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Искренне сожалеем о возникших неудобствах. Чтобы мы могли детально проверить ситуацию с банкоматом, пожалуйста, свяжитесь с нами через Instagram Direct @bankffin.kz, по короткому номеру 595 или через WhatsApp +7\u202f776\u202f1\u202f595\u202f595. Также вы можете оставить здесь свои контактные данные, мы обязательно с вами свяжемся.'}",Шымкент,Улица Казыбек би,
2026-03-19,17:58:53,5,Өзира рахмет молодец💕,Zhadyra Rakhmankulova,0,"{'date_created': '2026-03-19T18:16:42.767131+07:00', 'id': '63086284', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Пікіріңіз үшін рақмет! Қызмет көрсету сізге ұнағанына қуаныштымыз. Әрдайым көмектесуге дайынбыз.'}",Шымкент,Улица Казыбек би,қанатқызы өзира
2026-03-19,15:10:41,5,Өзира менеджер өте жақсы қызмет көрсетті рахмет 🩷,Dana Zholdasbek,0,"{'date_created': '2026-03-19T15:45:59.544401+07:00', 'id': '63075640', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Жылы пікіріңізге үлкен рақмет! Әрдайым сапалы қызмет көрсетуге дайынбыз 😊'}",Шымкент,Улица Казыбек би,
2026-03-18,19:03:51,5,Озира деген менеджер кызымыз оте былымды клиентке кызмет корсетуы оте жаксы баска банк кызметкерлеры осындай кызмет корсетсе гой шыркын рахмет улкен оте кышыпейыл кыз екен 👍👍👏👏,ZH TU,0,"{'date_created': '2026-03-18T19:09:49.802719+07:00', 'id': '63034865', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш! \nЖылы пікіріңіз бен жоғары бағаңыз үшін шын жүректен алғыс айтамыз. Қызмет көрсету сапасының көңіліңізден шыққанына өте қуаныштымыз. Әрқашан сізге көмектесуге дайынбыз!💚🙌'}",Шымкент,Улица Казыбек би,
2026-03-12,21:34:04,5,"Быстро, вежливо и профессионально. Спасибо за такой подход!",Дариға Нұрланқызы,0,"{'date_created': '2026-03-12T23:20:20.432441+07:00', 'id': '62723248', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер!\nСпасибо за ваш отзыв!💚 Рады, что обслуживание было быстрым, вежливым и профессиональным. Ваши слова вдохновляют нашу команду продолжать работать с заботой о каждом клиенте.'}",Шымкент,Улица Казыбек би,
2026-03-12,18:23:10,5,Өзира менеджерге рахмет 👍👍👍,Жанибек Бижанов,0,"{'date_created': '2026-03-12T20:37:48.061292+07:00', 'id': '62716743', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш!\nПікіріңіз үшін көп рақмет! 💚🙌'}",Шымкент,Улица Казыбек би,
2026-03-12,15:27:19,5,Сотрудник Алтынай очень внимательный и вежливый 😍,Салтанат Кабланбек,0,"{'date_created': '2026-03-12T20:36:45.065643+07:00', 'id': '62716688', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер!\nСпасибо за ваш отзыв!💚 Рады, что вы оценили внимательность и вежливость нашего сотрудника.'}",Шымкент,Улица Казыбек би,алтынай бегімқұлова
2026-03-11,15:33:27,3,Банкоматтарыңызды қашан көбейтесіздер??? Қаланың анау басынан мынау басына шапқылай беріп күйініп кеттік қой!!!,Apple User,1,"{'date_created': '2026-03-11T16:29:29.673852+07:00', 'id': '62645397', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн!\nСіздің пікіріңіз үшін рақмет. Біз қаланың әр аймағында банкомат желісін кеңейту бойынша жұмыстар жүргізіп жатырмыз. Сізге ыңғайлы болу үшін жақын маңдағы банкоматтардың орналасқан жерін қосымша немесе сайт арқылы тексеріп отыруды ұсынамыз.'}",Шымкент,Улица Казыбек би,
2026-03-11,15:02:43,5,Өзира жақсы қызмет көрсетті👍,Айжамал Ирисбекова,0,"{'date_created': '2026-03-11T16:28:34.933311+07:00', 'id': '62645331', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн!\nПікіріңізге рақмет. Қызмет көрсетуіміз көңіліңізден шыққанына қуаныштымыз.'}",Шымкент,Улица Казыбек би,
2026-03-05,17:15:27,5,Өзира менеджер өте білікті маман екен маған жақсы жоғарғы деңгейде көмек көрсетті рахмет!,Анипа Жаркинбекова,0,"{'date_created': '2026-03-07T01:23:58.65661+07:00', 'id': '62429807', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы түн! Пікіріңіз үшін рахмет, бізбен бірге екеніңізге қуаныштымыз. 💚'}",Шымкент,Улица Казыбек би,
2026-03-05,17:00:25,5,"Сотрудник Алия, прекрасная женщина, все очень грамотно делает, консультацию даёт понятную, на протяжении 9 месяцев не могла решить проблему, она решила ее очень быстро, всё оформила и на следующий же день позвонила и сказала что проблема решена🤍",Svetlana Koskina,0,"{'date_created': '2026-03-07T01:23:46.906227+07:00', 'id': '62429802', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Спасибо за обратную связь, мы ценим ваше мнение. 💚'}",Шымкент,Улица Казыбек би,
2026-03-05,14:11:59,5,"Пользуюсь функцией «перевода по номеру телефона» — в большинстве случаев работает быстро. Но однажды деньги ушли не тому человеку. Поддержка признала ошибку, но возврат занял 4 дня.",Захар Ерёменко,0,"{'date_created': '2026-03-07T01:23:31.362317+07:00', 'id': '62429794', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Спасибо за ваш честный отзыв. Мы будем продолжать работать над улучшением нашего сервиса. 💚'}",Шымкент,Улица Казыбек би,
2026-03-05,14:11:17,5,"Өзира супервайзер ханымға рахметт
Бірден мәселені шешіп берді🫶🏻❤️",Жанат Лесбаева,0,"{'date_created': '2026-03-07T01:22:07.398281+07:00', 'id': '62429768', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы түн! Пікіріңіз үшін рахмет, сіздің ойыңыз біз үшін маңызды. 💚'}",Шымкент,Улица Казыбек би,
2026-03-04,19:55:24,4,"Для меня главное — чтобы банк не морочил голову. В «Фридом Банке» именно так: всё прозрачно, никаких скрытых комиссий. Открыла вклад — проценты капают точно по графику",Диана,0,"{'date_created': '2026-03-04T20:49:09.68505+07:00', 'id': '62314891', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер!\nСпасибо за вашу оценку! Рады, что вы довольны условиями по вкладу и стабильностью начисления процентов.💚'}",Шымкент,Улица Казыбек би,
2026-03-03,16:38:22,5,на выходе очень вежливый молодой человек стоял казах,Ерекше Еркебаева,0,"{'date_created': '2026-03-03T22:17:58.983173+07:00', 'id': '62265654', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Спасибо за доверие, нам приятно работать для вас. 💚'}",Шымкент,Улица Казыбек би,
2026-03-03,15:27:05,5,Очень хорошо спосибо Озира,Suleimen Bekkujinov,0,"{'date_created': '2026-03-03T22:17:48.491968+07:00', 'id': '62265651', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Рады, что смогли вам помочь. 💚'}",Шымкент,Улица Казыбек би,қанатқызы өзира
2026-03-03,14:22:26,5,"Перешёл сюда из другого банка полгода назад, всякие косяки и непонятки надоели. Тут все работает как часы: переводы мгновенные, приложение не виснет, а поддержка отвечает за пару минут. Особенно радует кешбэк в ETN — уже накопил на новый смартфон",Никита Тыщенко,0,"{'date_created': '2026-03-03T22:15:52.276808+07:00', 'id': '62265602', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Спасибо, что поделились вашим опытом. 💚'}",Шымкент,Улица Казыбек би,
2026-03-02,13:51:54,5,Өзира жақсы көмектесті,Н А,0,"{'date_created': '2026-03-02T18:54:08.722988+07:00', 'id': '62190504', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Менеджердің қызметін бағалағаныңызға рақмет💚'}",Шымкент,Улица Казыбек би,
2026-03-02,13:11:37,5,Өзира өте жақсы қызмет көрсетті рахмет!,Алим Сейдалиев,0,"{'date_created': '2026-03-02T18:53:13.747626+07:00', 'id': '62190418', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн!\nЖылы пікіріңіз үшін рахмет 💚'}",Шымкент,Улица Казыбек би,
2026-02-27,19:32:03,5,"Фреедоом банкке алғысым шексіз сотрудниктері қызмет көрсетуі күшті 
Өзира молодец👍🏻👍🏻👍🏻❤️❤️❤️",Оразкул Сапарова,0,"{'date_created': '2026-02-27T19:36:18.347993+07:00', 'id': '62049041', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш!\nПікіріңіз үшін көп рақмет! 💚🙌\nКөрсетілген қызмет көңіліңізден шыққанына қуаныштымыз. \nКелешекте де сіздің үмітіңізді ақтауға бар күшімізді саламыз!'}",Шымкент,Улица Казыбек би,
2026-02-27,14:33:01,5,Өзира оте керемет сапалы обслуживание жасады биликти маман екен алгысым шексиз,Сымбат Асанханова,0,"{'date_created': '2026-02-27T19:09:32.477997+07:00', 'id': '62047689', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш! Пікіріңіз үшін алғысымызды білдіреміз. Қызметіміз сізге ұнағанына қуаныштымыз☺️'}",Шымкент,Улица Казыбек би,
2026-02-25,10:49:32,5,Рахмет,Jamal Ahmetova,0,"{'date_created': '2026-02-25T16:34:42.434136+07:00', 'id': '61916773', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Пікіріңізге рақмет!'}",Шымкент,Улица Казыбек би,
2026-02-19,13:46:48,5,Өзира өте сыпайы жақсы түсіндіреді үлкен рақмет😘😘FREEDOM BANK бірге болыңыздар☺️,Раушан Туребаева,0,"{'date_created': '2026-02-19T14:12:03.408284+07:00', 'id': '61623838', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Сізге көмегіміз тигеніне қуаныштымыз және әрдайым қызмет көрсетуге дайынбыз☺️💚'}",Шымкент,Улица Казыбек би,
2026-02-19,13:22:55,5,👍👍👍👍👍,Omonjon Mirkasimov,0,"{'date_created': '2026-02-19T14:08:21.775486+07:00', 'id': '61623515', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый день! Благодарим вас! Рады, что вы остались довольны🙌🏻'}",Шымкент,Улица Казыбек би,
2026-02-17,22:54:42,5,"Очень люблю этот банк особенно его работников, помогают, объясняют. В последний раз обслуживалась у Бегімқұловой Алтынай, разъясняла для меня вопросы по переводам, по карте что я хотела оформить на себя, что карты доставляют курьером, какие они есть. Всё в уважительной форме, профессионально, доходчиво, хотя вопросов у меня было не мало.",Nelly Moon,0,"{'date_created': '2026-02-18T20:20:10.651927+07:00', 'id': '61588749', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Спасибо за тёплые слова. Нам очень приятно, что вы остались довольны обслуживанием и внимательным подходом наших сотрудников. Рады, что все ваши вопросы были разъяснены профессионально и понятно.'}",Шымкент,Улица Казыбек би,
2026-02-17,18:35:40,5,Озира рахмет,Musa Amir,0,"{'date_created': '2026-02-18T03:25:28.277365+07:00', 'id': '61544437', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы түн! Менеджердің қызметі көңіліңізден шыққанына қуаныштымыз.'}",Шымкент,Улица Казыбек би,қанатқызы өзира
2026-02-13,18:01:10,5,👍👍,Нагима Тажибаева,0,"{'date_created': '2026-02-14T05:20:41.031374+07:00', 'id': '61332654', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': '💚'}",Шымкент,Улица Казыбек би,
2026-02-13,16:55:09,5,Персонал банка очень внимателен к каждому клиенту,Нурдида Акбарова,0,"{'date_created': '2026-02-14T05:20:37.202638+07:00', 'id': '61332653', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Благодарим за отзыв! Нам очень приятно, что вы отметили внимательное отношение к клиентам. Спасибо за доверие! 💚'}",Шымкент,Улица Казыбек би,
