дата,время,рейтинг,текст,автор,likes_count,official_answer,город,люди
2026-04-01,14:18:30,5,Әмірхан Улбосын жарайсыз тек алға,Ashim Toimbetov,0,"{'date_created': '2026-04-01T16:44:26.491117+07:00', 'id': '63760884', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Пікіріңіз үшін рахмет, сіздің ойыңыз біз үшін маңызды. 💚'}",Туркестан,улбосын әмірхан
2026-04-01,13:02:27,5,Амирхан Улбосын оте пысык кыз,Madik Akhmetov,0,"{'date_created': '2026-04-01T16:43:33.17109+07:00', 'id': '63760826', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Пікіріңіз үшін рахмет, бізбен бірге екеніңізге қуаныштымыз. 💚'}",Туркестан,улбосын әмірхан
2026-03-30,03:57:46,5,"Взял карту в Фридом Банке, но с кешбэком какая-то беда — копится плохо, да и условия его начисления не очень прозрачные. Приложение тоже не без глюков",олег г,0,"{'date_created': '2026-03-30T20:08:17.518879+07:00', 'id': '63659005', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Размер кэшбэка зависит от уровня программы лояльности и условий. Хотели бы детально проверить ситуацию - пожалуйста, напишите нам в Direct Instagram @bankffin.kz. Обязательно разберёмся и постараемся помочь.'}",Туркестан,
2026-03-29,01:10:27,5,"Оформила в Фридом Банке автокредит — осталась довольна. Быстро, чётко, без лишних вопросов.",Виктория Ряполова,0,"{'date_created': '2026-03-30T20:06:10.876369+07:00', 'id': '63658894', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! 🚗 Благодарим за отзыв! Рады, что оформление прошло быстро и удобно для вас. Спасибо за доверие!'}",Туркестан,
2026-03-27,19:02:56,5,Рахмет банк унады,Бахром Бахром,0,"{'date_created': '2026-03-27T23:21:38.698978+07:00', 'id': '63525506', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы кеш! Жылы пікіріңізге үлкен рахмет. Қызметіміз сізге ұнағанына өте қуаныштымыз!'}",Туркестан,
2026-03-27,18:49:04,5,Рахмет банкке,Ерсултан Рахимбаев,0,"{'date_created': '2026-03-27T23:21:14.215318+07:00', 'id': '63525474', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы кеш! Жылы пікіріңізге үлкен рақмет!'}",Туркестан,
2026-03-17,18:06:11,5,Рахмет банк унады,Batirbek,0,"{'date_created': '2026-03-17T18:32:21.773428+07:00', 'id': '62974622', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Жылы пікіріңізге рақмет!'}",Туркестан,
2026-03-16,18:45:22,5,Ракмет сиздерге,Феруза Алишева,0,"{'date_created': '2026-03-16T19:09:11.256077+07:00', 'id': '62898862', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': '💚💚💚'}",Туркестан,
2026-03-04,17:55:26,5,Рахмет фридом банк,Елбасы Оразов,0,"{'date_created': '2026-03-04T18:33:24.192371+07:00', 'id': '62307416', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Біздің қызметіміз сізге ұнағанына қуаныштымыз. 💚'}",Туркестан,
2026-03-04,03:20:52,5,"Программа лояльности сделала мои расходы более осознанными. Теперь я вижу, куда уходят деньги, и могу планировать накопления",Эмир Мамбетов,0,"{'date_created': '2026-03-04T17:11:15.976954+07:00', 'id': '62302120', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день!\nБлагодарим вас за отзыв! Рады слышать, что программа лояльности помогает вам контролировать расходы и планировать накопления - приятно знать, что сервис делает финансовое управление удобнее и прозрачнее.'}",Туркестан,
2026-02-27,17:55:57,5,рахмет Фридом банк,Aiisssshhhaaa nnnn,0,"{'date_created': '2026-02-27T19:12:22.116084+07:00', 'id': '62047839', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы кеш! Рақмет сізге! Біз әрдайым сізге қызмет көрсетуге дайынбыз🙌🏻'}",Туркестан,
2026-02-25,14:12:14,5,Әмірхан Улбосын зав сектор қызметіне рахмет,Мұрат Ахметов,0,"{'date_created': '2026-02-25T16:20:38.609376+07:00', 'id': '61915693', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Жылы пікіріңізге үлкен рақмет! Әрдайым сапалы қызмет көрсетуге дайынбыз 😊'}",Туркестан,улбосын әмірхан
2026-02-22,15:54:20,1,"Поехал с другого города, чтобы попасть к ним. Нужно было сделать пластиковую карту. А мне сказали картомат не работает. Сервис крупной организации...",Пользователь Google,0,"{'date_created': '2026-02-23T15:47:56.000681+07:00', 'id': '61792487', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Искренне сожалеем о возникшей ситуации и понимаем ваше разочарование.\n\nЧтобы детально проверить информацию и разобраться в произошедшем, пожалуйста, напишите нам в Instagram Direct @bankffin.kz, в WhatsApp по номеру +7 776 1 595 595 или позвоните на горячую линию 595.\nЕсли оставите контактные данные, мы свяжемся с вами.'}",Туркестан,
2026-02-13,17:33:24,5,Рахмет,Феруза Набиевна,0,"{'date_created': '2026-02-13T17:47:18.027768+07:00', 'id': '61310695', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Рақмет! Әрдайым сапалы қызмет көрсетуге тырысамыз🙌🏻'}",Туркестан,
2026-02-13,16:46:45,5,рахмет обслуживание на высшем уровне!!!,Дильмурад Розметов,0,"{'date_created': '2026-02-13T17:43:40.512392+07:00', 'id': '61310456', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Спасибо за отзыв! Очень рады, что обслуживание оставило у вас положительные впечатления☺️'}",Туркестан,
2026-02-12,19:43:00,5,Обслуживание кушти,Амиржан Ермекбаев,0,"{'date_created': '2026-02-13T06:39:27.387628+07:00', 'id': '61283399', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы түн! Пікіріңіз үшін көп рақмет!'}",Туркестан,
2026-02-10,19:38:37,5,Улбике супервайзерге рахмет,Gulzada Kuletova,0,"{'date_created': '2026-02-10T22:19:51.479473+07:00', 'id': '61166957', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы кеш! Кері байланысыңыз үшін рахмет, біз сіздің пікіріңізді бағалаймыз. 💚'}",Туркестан,
2026-02-06,19:17:51,5,Банк унады,Мурат Тиллабай,0,"{'date_created': '2026-02-07T12:44:44.341587+07:00', 'id': '60976838', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы таң! Жылы пікіріңіз үшін рақмет! Банк қызметі сізге ұнағанына қуаныштымыз.'}",Туркестан,
2026-02-06,19:05:27,5,Улбикеге рахмет!,Ирода Исраилов,1,"{'date_created': '2026-02-07T12:43:12.9885+07:00', 'id': '60976810', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы таң! Жылы пікіріңіз үшін рақмет! Қызмет көрсету сізге ұнағанына қуаныштымыз.'}",Туркестан,ұлбике
2026-02-05,18:44:44,5,Улбикеге рахмет,Saida,0,"{'date_created': '2026-02-07T12:42:20.01744+07:00', 'id': '60976790', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы таң! Пікіріңіз үшін рақмет! Қызмет көрсету сізге ұнағанына қуаныштымыз. Әрдайым көмектесуге дайынбыз.'}",Туркестан,ұлбике
2026-02-04,19:37:30,5,Спасибо за услугу Улбике 🫰,Moldir Kanieva,0,"{'date_created': '2026-02-05T03:45:01.378759+07:00', 'id': '60858413', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброй ночи! Спасибо за ваш отзыв. Нам приятно, что вы остались довольны обслуживанием. Всегда рады помочь. Спасибо, что выбрали нас!'}",Туркестан,ұлбике
2026-02-04,17:47:31,4,Еркежан менеджер өте жақсы қызмет көрсетті🫰🏻❤️,zamira,0,"{'date_created': '2026-02-04T18:45:17.027433+07:00', 'id': '60836465', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Пікіріңізге көп рақмет! Сапалы әрі тез қызмет көрсету - біздің басты мақсатымыз 💚'}",Туркестан,
2026-02-04,14:07:42,5,банк кызметкерлері жоғарғы деңгейде екен рахмет,Акерке Калдыбайкызы,0,"{'date_created': '2026-02-04T18:44:09.543835+07:00', 'id': '60836398', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Жылы пікіріңіз үшін алғыс білдіреміз! Қызмет көрсету деңгейіне жоғары баға бергеніңізге қуаныштымыз 💚'}",Туркестан,
2026-02-04,12:54:01,5,Сіздерге рахмет,Багдаулет Пазылов,0,"{'date_created': '2026-02-04T18:43:24.715238+07:00', 'id': '60836352', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Пікіріңізге рақмет! Әрдайым көмектесуге дайынбыз 😊'}",Туркестан,
2026-02-03,19:52:40,5,Рахмет,Городской житель,0,"{'date_created': '2026-02-04T04:14:31.517301+07:00', 'id': '60797180', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': '💚'}",Туркестан,
2026-02-03,18:47:41,5,Рахмет!,Мухаммед Аширов,0,"{'date_created': '2026-02-04T04:14:29.146176+07:00', 'id': '60797179', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': '💚 💚 💚'}",Туркестан,
2026-02-03,18:39:38,5,Ұлбике рахмет,Айгерим Серикбаева,0,"{'date_created': '2026-02-04T04:14:16.626533+07:00', 'id': '60797177', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': '💚💚💚'}",Туркестан,
2026-02-03,18:38:59,5,"Очень быстрое обслуживание, Улбикеге рахмет",Нурай Аптай,0,"{'date_created': '2026-02-04T04:14:23.026578+07:00', 'id': '60797178', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброй ночи! Спасибо, что остаетесь с нами. 💚'}",Туркестан,ұлбике
2026-02-03,18:09:47,5,👍🏼👍🏼,shakhrukh,0,,Туркестан,
2026-02-03,16:07:53,5,Улбике тез жасап берды жумыстарымды!),Дияра Абилова,0,"{'date_created': '2026-02-04T04:14:08.942682+07:00', 'id': '60797175', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы түн! Бізбен бірге болғаныңыз үшін рахмет. 💚'}",Туркестан,
2026-02-03,16:06:46,5,Улбике супервайзер апайға рахмет!,Charos Ibragimovaa,0,"{'date_created': '2026-02-04T04:14:03.103615+07:00', 'id': '60797174', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы түн! Сіздің тілектеріңіз біз үшін өте маңызды. 💚'}",Туркестан,
2026-02-03,14:54:03,5,Банк супер,Новруз Абибов,0,"{'date_created': '2026-02-04T04:13:54.845015+07:00', 'id': '60797171', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброй ночи! Спасибо за ваши ценные комментарии. 💚'}",Туркестан,
2026-02-03,13:48:22,5,Улбике кызга рахмет!,Алтынбек Дулатов,0,"{'date_created': '2026-02-04T04:13:44.898591+07:00', 'id': '60797169', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы түн! Біздің қызметіміз сізге ұнағанына қуаныштымыз. 💚'}",Туркестан,
2026-02-03,13:47:22,5,Очень быстрое обслуживание.мастер своего дела Еркежан менеджер спасибо вам!,Саят Агалов,0,"{'date_created': '2026-02-04T04:13:51.520086+07:00', 'id': '60797170', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Доброй ночи! Спасибо за ваши ценные комментарии. 💚'}",Туркестан,базарбайқызы еркежан
2026-02-03,13:37:36,5,Фридом банкке рахмет бәрі тез жасалады!,Акжаркын Исаева,0,"{'date_created': '2026-02-04T04:13:37.358082+07:00', 'id': '60797167', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы түн! Сеніміңізге рахмет, сіз үшін жұмыс істеу бізге қуаныш. 💚'}",Туркестан,
2026-02-02,18:57:38,5,Еркежан менеджер🔥,ser1kovv |,0,"{'date_created': '2026-02-02T23:06:58.503148+07:00', 'id': '60733855', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы кеш! Пікіріңізге рақмет! Көмектесе алғанымызға қуаныштымыз.'}",Туркестан,
2026-02-02,14:03:58,5,Еркежвн менеджерге алғыс айтамын!,Абай Дюсенов,0,"{'date_created': '2026-02-02T15:03:21.727237+07:00', 'id': '60698145', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Сіздердің сөздеріңіз біздің команданы сапалы және мұқият қызмет көрсетуге шабыттандырады.'}",Туркестан,
2026-02-02,11:32:37,5,Ұлбикеге рахмет тез шешіп берді),Мая Толысбаева,0,"{'date_created': '2026-02-02T15:02:33.963288+07:00', 'id': '60698083', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Қызметкерлеріміздің жұмысын жоғары бағалағаныңыз үшін рахмет! Біз сіздің келуіңізді барынша ыңғайлы әрі жайлы етуге тырысамыз.'}",Туркестан,ұлбике
2026-01-30,17:48:29,5,Улбике супервайзерге рахмет,Nadira Nadira,0,"{'date_created': '2026-01-31T07:49:13.470354+07:00', 'id': '60602383', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы таң!\nПікіріңізді бағалаймыз және әрдайым көмектесуге дайынбыз✨'}",Туркестан,
2026-01-30,17:35:03,5,Улбикеге рахмет,Айша Жунисова,0,"{'date_created': '2026-01-31T07:20:59.150222+07:00', 'id': '60602277', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы таң! Пікіріңіз үшін алғысымыз шексіз🌟'}",Туркестан,ұлбике
2026-01-29,17:49:52,5,Рахмет қызметкерлер тамаша,Самат Саматов,0,"{'date_created': '2026-01-30T04:01:24.487506+07:00', 'id': '60548604', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы түн! Рақмет, сіздің пікіріңіз біз үшін өте маңызды! 💚'}",Туркестан,
2026-01-28,18:52:10,5,"Спасибо большое работнице Улбике!Очень терпеливая и милая, все очень хорошо объясняет!💐🙃",Mubina,0,"{'date_created': '2026-01-29T19:30:59.820252+07:00', 'id': '60532972', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый вечер! Спасибо за ваш отзыв, рады, что вы с нами. 💚'}",Туркестан,
2026-01-28,18:19:20,5,"Еркежан есімді Freedom банкетінде қызмет көрсеткен қызға үлкен алғыс! 🌸
Өте сыпайы, жауапты, өз ісінің нағыз маманы. Осындай білікті мамандар көп болсын! Рақмет! 💐",Аида Атажанова,0,"{'date_created': '2026-01-29T19:30:47.953961+07:00', 'id': '60532965', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы кеш! Пікіріңіз үшін рахмет, сіздің ойыңыз біз үшін маңызды. 💚'}",Туркестан,
2026-01-28,16:59:23,5,Ұлбике апай өте сабырлы рахмет🩷,Asem Khamza,0,"{'date_created': '2026-01-28T17:43:58.257563+07:00', 'id': '60471208', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Қызметімізді бағалағаныңыз үшін алғыс білдіреміз🤗'}",Туркестан,
2026-01-28,15:00:23,5,Фридом банкке рахмет Балалардың біліміне сабақ оқуына өте күшті мотивация болды.Баннке рахмет.,Kausar Ydyrys,0,"{'date_created': '2026-01-28T17:41:54.011396+07:00', 'id': '60471115', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Балалардың білім алуына септігіміз тигеніне қуаныштымыз 💚'}",Туркестан,
2026-01-28,14:20:24,5,Улбике супервайзер кызга Рахмет!!!,Гулназ Гулназ,0,"{'date_created': '2026-01-28T17:38:00.315438+07:00', 'id': '60470900', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн!\nСеніміңізге рақмет! Біз сізге кәсіби қызмет ұсына алғанымызға қуаныштымыз✨'}",Туркестан,
2026-01-28,12:20:02,5,Ұлбикеге рахмет!,Баха,0,"{'date_created': '2026-01-28T17:37:18.099128+07:00', 'id': '60470864', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Бізбен бірге болғаныңыз үшін алғыс білдіреміз💚'}",Туркестан,ұлбике
2026-01-27,19:31:15,5,Рахмет,Apple User,0,"{'date_created': '2026-01-28T17:30:29.701203+07:00', 'id': '60470483', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн!\nКері байланысыңыз үшін алғыс білдіреміз! Сіздің пікіріңіз біз үшін маңызды 🌟'}",Туркестан,
2026-01-27,17:39:14,5,"Хорошое и быстрое обслуживание👍🏻
Спасибо большое Улбике👍🏻 Все быстро объяснила и помогла с открытием карты🫶🏻",Nuray Sapar,0,"{'date_created': '2026-01-27T18:46:30.752153+07:00', 'id': '60416276', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Добрый день! Нам важно ваше мнение, спасибо за отзыв. 💚'}",Туркестан,
2026-01-27,17:22:52,5,"Еркежан ханым өз ісіне жауапкершілікпенқарайтын қарайтын маман екен, рахмет!",Balzhan Atenovna,0,"{'date_created': '2026-01-27T18:46:18.0902+07:00', 'id': '60416261', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Сеніміңізге рахмет, сіз үшін жұмыс істеу бізге қуаныш. 💚'}",Туркестан,
2026-01-27,17:22:42,5,Еркежан менеджер👍👍👍,Nurislam Duisebai,0,"{'date_created': '2026-01-27T18:46:05.439241+07:00', 'id': '60416245', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Біздің қызметіміз сізге ұнағанына қуаныштымыз. 💚'}",Туркестан,
2026-01-27,16:20:34,5,Рахмет!,Маржан,0,"{'date_created': '2026-01-27T18:45:52.762705+07:00', 'id': '60416238', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Бізбен бірге болғаныңыз үшін рахмет. 💚'}",Туркестан,
2026-01-27,11:42:12,5,УЛБИКЕ ХАНЫМГА РАХМЕТ!,Fatima Fatima,0,"{'date_created': '2026-01-27T18:45:40.368251+07:00', 'id': '60416225', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы күн! Кері байланысыңыз үшін рахмет, біз сіздің пікіріңізді бағалаймыз. 💚'}",Туркестан,
2026-01-26,19:08:30,5,Улбике супервайзер кызга рахмет жаксылап тусиндырып берды!,Zumrad,0,"{'date_created': '2026-01-27T03:25:36.142772+07:00', 'id': '60378292', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы түн! Пікіріңізбен бөліскеніңізге рақмет! Сізге сапалы қызмет көрсету біз үшін басты міндет 💚'}",Туркестан,
2026-01-26,18:40:44,5,Рахмет Улбикеге!,Элмурод Эргешов,0,"{'date_created': '2026-01-27T03:26:22.137418+07:00', 'id': '60378299', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы түн! Рақмет! Қызметіміз сізге ұнағанына қуаныштымыз.'}",Туркестан,ұлбике
2026-01-26,18:09:04,5,Фреедом банкке рахмет тез ари жылдам,Амина,0,"{'date_created': '2026-01-27T03:26:59.903715+07:00', 'id': '60378307', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы түн! Жылы пікіріңізге көп рақмет! 💚'}",Туркестан,
2026-01-26,17:54:55,5,Улбике супервайзерге рахмет,Мейрам Куандыков,0,"{'date_created': '2026-01-27T03:27:37.776862+07:00', 'id': '60378315', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы түн! Пікіріңізге үлкен рақмет! Көмегіміз тигеніне қуаныштымыз.'}",Туркестан,
2026-01-26,12:57:31,5,Еркежан ға рахмет. Мәселемді шешіп берді.✊,Suh _,0,"{'date_created': '2026-01-27T03:30:07.93756+07:00', 'id': '60378337', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank', 'text': 'Қайырлы түн! Кері байланысыңыз үшін рақмет! Біз сіздің пікіріңізді бағалаймыз 💚'}",Туркестан,
