дата,время,рейтинг,текст,автор,likes_count,official_answer,город
2026-02-01,19:14:39,1,Че за сервис без ответственный. 2 дня уже нет интернет.,Nur Abdrakhman,0,,Шымкент
2026-02-01,19:00:37,1,Почему тяжело дозвониться до операторов 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️,Асель User,0,,Шымкент
2026-01-30,16:00:25,5,Огромное спасибо Жанире за такой ответственный подход к делу 🔥🔥🔥,callmesenpai,0,,Шымкент
2026-01-25,19:02:13,1,"Уже 3 день решают мою проблему сколько можно уже решать проблему с интернетом, говорят никаких ограничений нет но они есть.",Radmir Prokopovich,0,,Шымкент
2026-01-23,19:04:17,5,"Оперативно и быстро помогли подключить интернет, буквально меньше полчаса заняло",Виктория Мацкевич,0,,Шымкент
2026-01-23,00:49:18,1,"22.01.2026 в 22:00 интернет отключился , номер службы поддержки тоже не работает , куда обращаться , кто поможет к такой ситуации ?",Serik Asilov,0,,Шымкент
2026-01-18,20:18:07,5,Сразу оформили и отдали роутер вежливый персонал,Куаныш Халмурзаев,0,,Шымкент
2026-01-05,17:00:45,5,Оперативно,Куралай Полатовна,0,,Шымкент
2025-12-27,17:35:18,5,Хороший интернет 5G Класс молодцы,Дмитрий Асташов,0,,Шымкент
2025-12-27,12:03:40,5,Интернет жаксы частный домга қосқанға усилитель орнату керек а так бары жаксы істейді,Nurbolat bashenovvv777 inst,0,,Шымкент
2025-12-26,22:53:51,5,Жақсы тамаша,Gabit Bekbauov,0,,Шымкент
2025-12-25,15:34:25,1,"При расторжений договора, они штрафуют 40.000 , имейте ввиду что такое будет. Но я нечего не платил , месяц только брал . Для меня убыточный вайфай стал",Городская легенда,0,,Шымкент
2025-12-24,23:38:48,1,"Отказался от них , месяц попользовался еще за роутер оказывается надо платить за аренду . Купил себе роутер везде его таская что удобно . А это вообще никуда его не возьмешь только дома стоит и все",Городская легенда,0,,Шымкент
2025-12-23,17:34:16,5,👍👍👍,Ернур Намазбай,0,,Шымкент
2025-12-11,13:55:13,5,"Отличная компания! Консультанты и операторы очень вежливые, выполняют работу на все 100%!",Yernur T.,0,,Шымкент
