дата,время,рейтинг,текст,автор,likes_count,official_answer,город
2026-01-23,10:49:59,1,Вообще не понимаю зачем нужны там работники если ничем не занимаются? Все на колл центр спихивают.😡😡😡 это не мы то не мы вообще безобразие кому они нужны тогда? Если немогут помочь,Айзат Досмагамбетова,2,,Павлодар
2026-01-13,19:46:20,1,Люди кто хочет застраховаться в этой компании советую всем по думать 100раз а то со своего Кормана платить будите,Ersin Sariev,0,,Павлодар
2026-01-08,17:30:12,5,"Процесс оформления каско простой, в приложении все понятно, условия прозрачные и стоимость адекватная вышла",МаРина Maкамбеджан,0,,Павлодар
2025-12-25,01:34:02,1,"сегодня хотела снова оформить страховой полис, но теперь это возможно только в их приложении и только через брокера, но выставили оплату за его услуги 21000 тенге плюс оплата за полис. За что я должна платить брокеру, если я сама онлайн оформляю страховой полис? Не рекомендую эту страховую компанию.",Ирина Снежкова,0,,Павлодар
2025-12-22,09:42:40,1,"Ребята , я тоже на них нарвался, уже больше недели мучаюсь на этом сайте , они удаляют заявления мои , видео осмотра не принимают , отписки постоянные , куль центр как роботы. Думаю в офис к ним приехать шуму навести , надо нам всем собрать на них жалобу написать и резонанс поднять, чтоб никто у них не страховался",Вадим Клеменко,0,,Павлодар
2025-11-28,00:59:58,1,"В сентябре попадал в дтп, был прав, эта шарага все занизила, до сих пор должны часть, что не посчитали, но пусть это будет на сухари мамке директора в общем не рекомендую эту мусорку",Vladislav 001,1,,Павлодар
2025-11-18,15:38:21,1,"Контора 👎👎👎.Попал в дтп как пострадавший,пошла вторая неделя после дтп,а толку нет.Оформление онлайн у них,но самое интересное что приложение мобильное не работает,сайт тоже не работает.Не проходит идентификация,пишет ошибку.Звонил на 5777 толку нет от них,говорят что заявку приняли на устранение а в итоге не чего не работает.Вывод такой если в попал в дтп то решай сам,не чего они делать не будут",Renat,2,,Павлодар
2025-11-05,23:15:37,1,Сервис ноль. Шаражкина контора. Не вздумайте страховаться там,n sk,1,,Павлодар
2025-11-03,16:52:36,1,"Даже одну звезду поставить рука не поднимается,сделали так чтобы человек просто сошел с ума,бесполезная компания и работники такие же.",Нурлан Рашид,1,,Павлодар
2025-10-17,16:26:25,5,"Менеджер при входе молодец,помогла разобраться с онлайн подачей документов,огромное спасибо.И запомните уважаемые люди…как вы так и к вам",Ислам Жанбершинов,0,,Павлодар
2025-09-26,02:24:04,1,"Занижают реальную стоимость ремонта в 2 раза!!! Не советую! Представителей нет в городе, все онлайн! Как можно сделать реальную оценку ущерба онлайн???",Юлия Самарова,0,,Павлодар
2025-09-22,15:17:17,1,Шарашкина контора,Руслан V,0,,Павлодар
2025-09-20,19:44:49,5,Здравствуйте. Я попал в ДТП сам являюсь потерпевшим. Оформили европротокол до все данные загружаешь сам и видеоосмотр тоже. Но рассмотрение прошло в течение 4 рабочих дней и после подписании оценки в течение 3 дней поступили деньги. Я хочу поблагодарить работников компании за оперативность и желать им удачи на работе.,Кайрат Бейсембеков,0,,Павлодар
2025-08-23,18:48:59,1,Самая плохая просто отстой копания не страхуйтесь в этой компаний,Батырбек Лепесов,0,,Павлодар
2025-07-16,15:12:19,1,"Не страхутись у них! Самая отстойная страховка! Не рекомендую! Сам через это прошёл! Я пострадавши в дтп, страховка виновника не покрыла ущерб! Закрыть надо эту шарагу! Подавать жалобу на них!",Даукен Сейсембаев,2,,Павлодар
2025-07-15,17:58:24,1,Самая ужасная компания обходите десятой дорогой в случае чего за мучаетесь им что то доказывать выплаты назначают мизерные лучше застраховать в нормальной компании,Валерий Лукьяненко,1,,Павлодар
2025-06-26,14:04:58,1,"Самая ужасная страховая компания!!! Не могу загрузить данные, сервер висит, калл центр не решает проблему, являюсь потерпевшим! Уже тысячу раз пожалел что на месте не решил вопрос…",Sergey Eremenko,0,,Павлодар
2025-06-03,13:23:18,1,"Страховую надо закрывать и подавать жалобу в надзорный орган, видео осмотр не загрузить, проблема на стороне сайта фридома, видно что максимально тянут время, хотят взять изморам что бы пострадавший забил на все! Все кто хочет сделать фридома страховку бегите",М !,1,,Павлодар
2025-01-24,18:42:10,1,"Сервер постоянно тупить, видео оценки не грузится. Уже 3 день не могу загрузить видео. Столько времени столько нервов.",НМС НМС,3,,Павлодар
2024-12-19,18:52:21,1,"Хочу оставить не очень хороший отзыв об компании если вы стали потерпевшей стороной мне Вас жаль все документы грузите онлайн сами,оценку снимаете на видео сами все сами сайт вечно тупит. Проблему решают долго. Я не понимаю если старому деду ударят машину как он будет все это грузить онлайн. Специалистов в городе нет не оценщиков не кого, приходится постоянно звонить в калл центр, тратить время и нервы.",SERGEY,12,,Павлодар
2024-03-04,11:53:49,1,Закрыто в указанное время. 9:52,Денис Мелешко,4,,Павлодар
