дата,время,рейтинг,текст,автор,likes_count,official_answer,город,отделение,люди
2026-04-12,18:35:52,5,"Хороший филиал Freedom-a в Шыме, сотрудница Захира помогла решить мои вопросы, спасибо ей большое",Zhan ⠀,0,"{'date_created': '2026-04-13T07:49:59.792126+07:00', 'id': '64325212', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Рады, что наш сервис вам понравился. 💚'}",Шымкент,Проспект Кунаева,
2026-04-11,16:12:04,5,Маған ұнады қызмет көрсету сапасы жоғары. Білікті мамандар 3 касса қызметкері Гүлжаухар Ағабекқызы атап өтуге болады,Amirkul Jandos,0,"{'date_created': '2026-04-12T07:57:58.218561+07:00', 'id': '64291396', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы таң! Сіздің тәжірибеңізді жақсарта алғанымызға қуаныштымыз. 💚'}",Шымкент,Проспект Кунаева,
2026-04-11,14:01:33,5,"Өте сыпайы және шыдамды банк қызметкерлері. Өз існің мамандары, фридом банк қазіргі таңда өзінің табандылығымен каспи банкке бірден бір конкуренті болып келеді. Барлығыныз Қазбек бидегі филиалға топырлап бара бермей Қонаевта орналасқан бөлімшеге келініздер. Гулжаухар деген керемет қызметкерге алғыс айтамын, басшылықты осы қызға көңіл аударуын сұранамын, мансаптық белеске шығаратын бірден бір қыз, назардан тыс қалдырманыздар осы хабарламаны, Гулжаухар өз ісінің нағыз үздігі",Ол жик,1,"{'date_created': '2026-04-12T07:57:40.991926+07:00', 'id': '64291394', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы таң! Өз тәжірибеңізбен бізбен бөліскеніңіз үшін рахмет. 💚'}",Шымкент,Проспект Кунаева,
2026-04-11,13:50:44,5,Анар супер🫶🏻,Улбике Омар,0,"{'date_created': '2026-04-12T07:57:18.245965+07:00', 'id': '64291391', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброе утро! Рады, что наш сервис вам понравился. 💚'}",Шымкент,Проспект Кунаева,
2026-04-11,13:40:56,5,"Банк қызметі үшін алғыс!
Зарина ханымға ерекше алғыс! Көптен бері шешілмеген мәселені тиянақты, ұқыпты, мәдениетті, қарапайым түрде шешіп берді! Қызметін жоғары деп бағалаймын❤️❤️",бике,0,"{'date_created': '2026-04-12T07:57:03.707531+07:00', 'id': '64291390', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы таң! Пікіріңіз үшін рахмет, сіздің ойыңыз біз үшін маңызды. 💚'}",Шымкент,Проспект Кунаева,данаева зарина
2026-04-11,13:37:36,5,Анар Рахмет за услугу Керемет,Султанбек Дандибаев,0,"{'date_created': '2026-04-12T07:56:22.849517+07:00', 'id': '64291384', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы таң! Бізбен бірге болғаныңыз үшін рахмет. 💚'}",Шымкент,Проспект Кунаева,анар
2026-04-11,13:37:07,5,"Отличный банк , особенно Анар 👍🏻",… …,0,"{'date_created': '2026-04-12T07:56:45.97877+07:00', 'id': '64291387', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброе утро! Спасибо за ваши ценные комментарии. 💚'}",Шымкент,Проспект Кунаева,анар
2026-04-11,13:31:53,5,"Qeshe bargan bolatynmyn, Anar Aiym qyzdarynyzga rakhmet- keremettei qonsultaciasyna",Arman Sharipov,0,"{'date_created': '2026-04-12T07:56:04.211394+07:00', 'id': '64291383', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы таң! Пікіріңізді алуға қуаныштымыз. 💚'}",Шымкент,Проспект Кунаева,
2026-04-11,13:11:02,5,Спасибо девочкам на ресепшене🫶,Айза ❤️,0,"{'date_created': '2026-04-12T07:55:39.475627+07:00', 'id': '64291379', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброе утро! Спасибо за ваш отзыв, нам важно ваше мнение. 💚'}",Шымкент,Проспект Кунаева,
2026-04-11,12:13:17,5,Гүлжауһар өте жаксы унады рахмет,Кулшахра Қыдырбай,1,"{'date_created': '2026-04-12T07:55:21.918226+07:00', 'id': '64291377', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы таң! Пікіріңіз үшін рахмет, бізбен бірге екеніңізге қуаныштымыз. 💚'}",Шымкент,Проспект Кунаева,
2026-04-10,16:45:57,5,Розага рахмет,Серик Аяшев,0,"{'date_created': '2026-04-10T17:38:51.305007+07:00', 'id': '64233378', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Пікіріңіз үшін үлкен рахмет. Қызметімізге жоғары баға бергеніңіз біз үшін өте маңызды.'}",Шымкент,Проспект Кунаева,
2026-04-10,12:59:56,5,"Гулжаухар керемет маман, мейрымды, озы сулу, рахмет",Гаухар Есжанова,0,"{'date_created': '2026-04-10T15:04:06.043824+07:00', 'id': '64223359', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Пікіріңіз үшін үлкен рахмет. Біздің қызметімізге жоғары баға бергеніңіз біз үшін өте маңызды.'}",Шымкент,Проспект Кунаева,гулжаухар
2026-04-09,20:08:53,5,"Очень удобно и быстро, все хорошо разъяснили, отдельная благодарность Розе за помощь:)",Aiza Almaniyazova,0,"{'date_created': '2026-04-09T23:22:24.52679+07:00', 'id': '64197938', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Спасибо за отзыв! Рады, что всё было удобно, быстро и понятно 💚'}",Шымкент,Проспект Кунаева,
2026-04-09,17:28:12,5,"Отделение өте керемет, жоғарғы деңгейде қызмет көрсетті 👍",Нуркен Козыбаев,0,"{'date_created': '2026-04-09T23:22:11.885404+07:00', 'id': '64197931', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш! Пікіріңізге көп рақмет! Қызмет көрсету деңгейі сізге ұнағанына қуаныштымыз 💚'}",Шымкент,Проспект Кунаева,
2026-04-09,17:09:54,5,"Быстрое обслуживание, сотрудники банка отзывчивые, вежливые",Peri Bahber,0,"{'date_created': '2026-04-09T23:21:50.418701+07:00', 'id': '64197919', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Спасибо за обратную связь! Приятно, что вы отметили скорость и вежливость обслуживания 💚'}",Шымкент,Проспект Кунаева,
2026-04-09,13:45:03,5,"Очень вежливые девочки👍
Спасибо за отличное обслуживание❤️
Индира,Ляззат,Диле,кассиру Гулжаухар❤️",Райхан Нурланова,0,"{'date_created': '2026-04-09T23:21:32.385198+07:00', 'id': '64197912', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Спасибо за такой тёплый отзыв! Рады, что обслуживание оставило у вас приятные впечатления 💚'}",Шымкент,Проспект Кунаева,гулжаухар
2026-04-08,01:48:08,5,"Супер банк, делаю переводы в другие банки проходит моментально и без комиссии",Шамсия Нурашева,0,"{'date_created': '2026-04-08T02:30:28.331584+07:00', 'id': '64082552', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Спасибо за ваш отзыв😊 Нам очень приятно, что вы остались довольны сервисом✨'}",Шымкент,Проспект Кунаева,
2026-04-01,17:37:27,5,"Спасибо менеджеру (Абишев Абдулла), оперативно и быстро решил вопрос",.. 💛,0,"{'date_created': '2026-04-01T19:00:25.234176+07:00', 'id': '63769789', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый день! Рады, что смогли вам помочь. 💚'}",Шымкент,Проспект Кунаева,
2026-03-31,18:42:55,5,Разрешили взять журнал работники вежливые все понравилось! Жаль не смог открыть счёт для самозанятого но это не вина сотрудников это мои недочёты из прошлого.,Юрий Твердохлебов,0,"{'date_created': '2026-03-31T21:37:25.210091+07:00', 'id': '63721830', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Благодарим за ваш отзыв. Рады, что обслуживание оставило положительное впечатление.'}",Шымкент,Проспект Кунаева,
2026-03-27,18:25:34,5,👍🏻👍🏻👍🏻👍🏻,Мадина Жусипова,0,"{'date_created': '2026-03-27T23:13:06.378686+07:00', 'id': '63525166', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш! Кері байланысыңызға үлкен рақмет!'}",Шымкент,Проспект Кунаева,
2026-03-20,19:16:10,5,Қызметкерлері жақсы,Жандос Амиралиев,0,"{'date_created': '2026-03-21T04:04:42.128414+07:00', 'id': '63162286', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы күн! Пікіріңізді алуға қуаныштымыз. 💚'}",Шымкент,Проспект Кунаева,
2026-03-13,20:32:45,5,"Обслуживание в офисе понравилось. Уютно, чисто, все продумано.",Korlan Асқарқызы,0,"{'date_created': '2026-03-14T02:05:46.847951+07:00', 'id': '62779738', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Благодарим за тёплые слова! Рады, что наше отделение оставило у вас приятное впечатление.'}",Шымкент,Проспект Кунаева,
2026-03-12,12:18:48,5,Отлично,Ляззат Кудасбаева,0,"{'date_created': '2026-03-12T15:11:16.451012+07:00', 'id': '62696015', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый день! \nБлагодарим вас за обратную связь. \nБудем рады видеть вас снова!💚'}",Шымкент,Проспект Кунаева,
2026-02-28,22:53:02,1,ХУДШИЙ БАНК В КАЗАХСТАНЕ! ТУПО ЗАБЛОКИРОВАЛИ ПРИЛОЖЕНИЕ И ЗАМОРОЗИЛИ СЧЕТ!,Azamat Kurmanaliev,1,"{'date_created': '2026-03-01T07:31:15.519021+07:00', 'id': '62104660', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброе утро! Нам очень жаль, что у вас осталось такое впечатление. Чтобы мы могли детально проверить ситуацию, пожалуйста, свяжитесь с нами через Instagram Direct @bankffin.kz, WhatsApp +7\u202f776\u202f1\u202f595\u202f595 или по короткому номеру 595. Также вы можете оставить здесь свои контактные данные - мы обязательно с вами свяжемся.'}",Шымкент,Проспект Кунаева,
2026-02-25,14:32:14,1,"Ужасный интернет. Оплатить как юрлицо это вообще сложно, их надо упрашивать выставить счёт на оплату",Камила Ахтаева,0,"{'date_created': '2026-02-25T16:36:27.51917+07:00', 'id': '61916908', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый день! Нам очень жаль, что у вас возникли неудобства. Мы хотим уточнить детали и разобраться в ситуации. Пожалуйста, напишите нам в Instagram Direct аккаунта @bankffin.kz, чтобы мы могли помочь вам.'}",Шымкент,Проспект Кунаева,
2026-02-21,21:19:18,5,"Очень понравилась обслуживание. Персоналы, менеджеры очень вежливые люди 👍👍👍 Быстро приняли , очереди мало.",Дина Мырзабаева,0,"{'date_created': '2026-02-21T22:14:46.654113+07:00', 'id': '61738105', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Спасибо за ваш отзыв, нам важно ваше мнение. 💚'}",Шымкент,Проспект Кунаева,
2026-02-20,16:49:24,5,👍👍👍,Кыдырбай Досанов,0,"{'date_created': '2026-02-20T18:50:43.932183+07:00', 'id': '61697484', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': '🙌💚'}",Шымкент,Проспект Кунаева,
2026-02-17,22:10:04,1,"Зачем на улице банкомат, если к нему нет доступа в не рабочее время?!",Apple User,0,"{'date_created': '2026-02-18T20:03:39.005842+07:00', 'id': '61587555', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Чтобы мы могли детально проверить ситуацию с банкоматом, пожалуйста, свяжитесь с нами через Instagram Direct @bankffin.kz, по короткому номеру 595 или через WhatsApp +7\u202f776\u202f1\u202f595\u202f595. Также вы можете оставить здесь свои контактные данные, мы обязательно с вами свяжемся.'}",Шымкент,Проспект Кунаева,
2026-02-13,03:39:37,5,"Менеджер Зарина профессиональная🔥🔥тез әрі пайдалы түсіндірді 
Рахмет көп💗",Маржан Мауленқызы,1,"{'date_created': '2026-02-13T06:44:37.424766+07:00', 'id': '61283426', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы түн! Пікіріңізге рақмет💚'}",Шымкент,Проспект Кунаева,данаева зарина
2026-02-12,21:13:22,5,"Хотел бы поблагодарить менеджера Анар за хорошую консультацию, ответила на все мои вопросы и помогла с решением проблемы. Процветания вашей работе!",User CS,0,"{'date_created': '2026-02-13T06:43:26.107784+07:00', 'id': '61283419', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Спасибо за тёплые слова! Очень рады, что Анар помогла вам с консультацией и решением всех вопросов 💚'}",Шымкент,Проспект Кунаева,анар
2026-02-10,20:03:20,5,"Спасибо за работу сотрудникам отделения именно Раушан и Ақмарал за оперативную работу и помощи по решению вопросов по юр.лицам, прошел консультацию и решил свой вопрос, очень квалифицированные специалисты.",Елнур Бакытов,0,"{'date_created': '2026-02-10T22:34:52.641429+07:00', 'id': '61167620', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Благодарим вас за такой приятный отзыв 💚 Рады работать для вас 🙏🏼'}",Шымкент,Проспект Кунаева,
2026-02-10,19:12:00,5,Полная имба🥰 топ кешбеки в кз,.. 💢,0,"{'date_created': '2026-02-10T22:35:05.653677+07:00', 'id': '61167639', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Спасибо вам большое, что выбираете нас 🔥 💚'}",Шымкент,Проспект Кунаева,
2026-02-10,18:50:19,5,Менеджер Акмарал профессиональный менеджер,Меруерт Жумагулова,0,"{'date_created': '2026-02-10T22:35:12.836149+07:00', 'id': '61167644', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер, Меруерт, спасибо вам большое, что выбираете нас 😌 Очень приятно, рады сотрудничать 💚'}",Шымкент,Проспект Кунаева,
2026-02-10,18:35:02,5,"Хочу поблагодарить сотрудников банка по работе с Юр.лиц, Акмарал и Раушан оперативно помогли в решении моего вопроса 
Приятно иметь дело с проффесионалами своего дела , четко и ясно, а самое главное вежливо ответили на все мои вопросы",KNB 1,0,"{'date_created': '2026-02-10T22:35:22.76377+07:00', 'id': '61167650', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Огромное спасибо за такой приятный отзыв 😌 Мы стараемся 💚'}",Шымкент,Проспект Кунаева,
2026-02-10,18:23:44,5,"Очень доволен работой менеджером по вопросам юр.лиц Раушан, отличный специалист, очень быстро и оперативно помогла решить проблему",Sayat Turganali,0,"{'date_created': '2026-02-10T22:35:29.936986+07:00', 'id': '61167655', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер. Спасибо большое, что уделили время и написали отзыв, обращайтесь.💚'}",Шымкент,Проспект Кунаева,
2026-02-10,18:18:54,5,"Хочу выразить благодарность сотруднику банка Freedom — Раушан.
Всегда помогает, независимо от обеда, загруженности или очереди. Никогда не отказывает, всё объясняет спокойно и по делу. Очень внимательное и человеческое отношение к клиентам. Побольше бы таких сотрудников. Спасибо Freedom 👍🏼",Edige Manas,0,"{'date_created': '2026-02-10T22:35:34.808366+07:00', 'id': '61167659', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер, Edige! Спасибо вам, что уделили время и написали отзыв 🔥 Успехов вам 💚'}",Шымкент,Проспект Кунаева,
2026-02-10,18:13:35,5,"Менеджер кыз Полатбекова Акмаралга рахмет,оперативно кызмет сапасын көрсетеді.☺️👍",Акон Абдрахманова,0,"{'date_created': '2026-02-10T22:35:52.131184+07:00', 'id': '61167669', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы кеш! Пікіріңіз үшін рахмет, сіздің ойыңыз біз үшін маңызды. 💚'}",Шымкент,Проспект Кунаева,
2026-02-10,18:12:47,5,"Хочу выразить большую благодарность менеджеру по вопросам юридических лиц Раушан. Очень быстро и эффективно помогла, ответила на все вопросы и подсказала, как действовать дальше. С удовольствием буду обращаться к ней ещё.",Жанель Бакытова,0,"{'date_created': '2026-02-10T22:36:09.711401+07:00', 'id': '61167678', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Здравствуйте, Жанель! Спасибо вам большое за добрые слова 😉 Успехов вам 💚'}",Шымкент,Проспект Кунаева,
2026-02-10,13:25:29,5,"Спасибо оператору Раушан за быструю и качественную помощь! Очень грамотная всё объяснила понятно, обслужила оперативно и очень вежливо. Приятно иметь дело с таким специалистом 👍",Ulykbek Aliev,0,"{'date_created': '2026-02-10T15:59:04.446398+07:00', 'id': '61143140', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Ulykbek! Благодарим, что выбираете нас 😉 Рады стараться 💚'}",Шымкент,Проспект Кунаева,
2026-02-09,14:59:14,5,Анарға көп рахмет ! Жұмысымды өте жеңіл жасап берді !,Балкия Кенжебекова,0,"{'date_created': '2026-02-10T05:50:39.924366+07:00', 'id': '61119592', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы түн! Рақмет! Анардың көмегі сізге пайдалы болғанына қуаныштымыз🌟'}",Шымкент,Проспект Кунаева,
2026-02-09,10:55:18,5,Очень очаровательная,Б Оразбаев,0,"{'date_created': '2026-02-10T05:41:09.541535+07:00', 'id': '61119548', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Благодарим за тёплые слова! Очень приятно😊'}",Шымкент,Проспект Кунаева,
2026-02-07,15:45:16,5,"Кеше бардым,отделдегі ұл қыздарға рахмет,сұрағыма жауап берді👍👍👍",Saule Tore,0,"{'date_created': '2026-02-08T02:37:29.872657+07:00', 'id': '61003993', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы түн! Сізге көмектесе алғанымызға қуаныштымыз. 💚'}",Шымкент,Проспект Кунаева,
2026-02-06,19:59:44,5,Менеджер Эльвира Асанбекова очень грамотный специалист 🌸,Molli Molli,0,"{'date_created': '2026-02-07T12:40:32.617245+07:00', 'id': '60976729', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброе утро! Спасибо за ваш отзыв. Нам приятно, что вы отметили профессионализм специалиста и остались довольны обслуживанием. Мы ценим ваше доверие. Спасибо, что выбрали нас!'}",Шымкент,Проспект Кунаева,асанбекова эльвира
2026-02-04,16:22:17,5,спасибо анара,Сарбаев Бактияр,0,"{'date_created': '2026-02-04T19:04:46.52841+07:00', 'id': '60837912', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Добрый вечер! Благодарим вас за отзыв!'}",Шымкент,Проспект Кунаева,
2026-02-03,15:53:47,5,"Хочу оставить отзыв о работе Асели в колл-центре. Асель — настоящий профессионал своего дела! Всегда вежлива, внимательна и очень быстро помогает решить любые вопросы. Обращаюсь не первый раз, и каждый раз она отвечает дружелюбно и подробно, даже на самые сложные запросы. Благодаря её терпению и компетентности общение проходит легко и эффективно. Большое спасибо Асели за высокий уровень сервиса — с такими сотрудниками приятно работать!🙃",Айбек Талгарулы,1,"{'date_created': '2026-02-04T04:03:17.735056+07:00', 'id': '60797109', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Доброй ночи! Нам важно ваше мнение, спасибо за отзыв. 💚'}",Шымкент,Проспект Кунаева,
2026-02-03,02:06:33,5,"Айым менеджерге рахмет, информацияны тиянақты түсіндіріп береді. Еңбегіңіздің жемісін көре беріңіз. Құдай ризық несібеден айырмасын!",Alibek Kholdarov,0,"{'date_created': '2026-02-04T04:03:39.393291+07:00', 'id': '60797114', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы түн! Біздің қызметіміз сізге ұнағанына қуаныштымыз. 💚'}",Шымкент,Проспект Кунаева,
2026-01-31,17:51:26,5,"Айым деген сотрудница өте қарапайым тілмен түсіндірді, қызметін жақсы білетін сауатты маман екені көрініп тұр. Үлкен рахмет қызметіңе жетістіктер мен сәттіліктер тілеймін. Бұндай Мықты маманға премия берілу қажет деп ойлаймын.",Галия Сарсенбаева,0,"{'date_created': '2026-02-01T04:45:04.148345+07:00', 'id': '60636203', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы түн!\nПікіріңіз үшін үлкен рақмет!💚'}",Шымкент,Проспект Кунаева,
2026-01-31,17:38:42,5,Айымға рақмет. Керемет,ProElektroNur,0,"{'date_created': '2026-02-01T04:43:23.386299+07:00', 'id': '60636193', 'logo_preview_urls': {}, 'org_name': 'Freedom Bank, филиал в г. Шымкенте', 'text': 'Қайырлы түн!\nЖылы пікіріңіз үшін үлкен рақмет!💚\nҚызметкеріміз сізге жедел және сапалы көмек көрсеткеніне қуаныштымыз.\nСіздің жылы сөзіңіз қызметкерлерімізге үлкен шабыт береді!'}",Шымкент,Проспект Кунаева,
