дата,время,рейтинг,текст,автор,likes_count,official_answer,город
2026-02-06,16:59:07,5,"КАСКО катты комектести. Парковать етип жатканда габаритти дурыс есептемей, есикти баганага согып алдым. Отинишимди тез карап, уже толем макулданды, енди жай акшаны кутип отырмын.",Аделя Калиева,0,,Актобе
2026-01-22,15:17:38,5,"В прошлом году оформлял огпо страховку во Фридоме. и огпо+ , когда попал а ваврию покрыл амортизацию",Ержан Басанов,0,,Актобе
2026-01-08,17:56:03,5,Сервис выручил в неприятной ситуации. Деньги на карту пришли в течение нескольких дней.,Муратбек Тлегенов,0,,Актобе
2025-12-04,15:50:15,5,Жақсы қызмет көрсетті рахмет.,Parahat Izdenov,0,,Актобе
2025-11-26,15:11:02,1,"НЕ СОВЕТУЮ. Сделали авто страхование, машина 2025 года. После дтп автосалон оценил ущерб 2млн тенге без работы. Фредом мне предлагает всего 396тыс.тг. Смешно конечно. Они всё оценку делают через сайт и видео съёмку. сайт плохо работает. Вы должны стать сами операторами по видео съёмке. Многие скрытые дефекты не берутся в учёт. Так как моя машина на гарантии я не могу сам разбирать машину а автосалон это доп расходы которые Фредом не несёт ответственность!
Одним словом полная лажа! 
Это самый худший страховая компания!!!",Ермек Утарбаев,0,,Актобе
2025-10-17,13:27:20,1,"Если без эмоции, компания делает все чтобы не выплачивать пострадавшим оплату положенную. Все время требует фотовидеофиксацию осмотр на сайте дтп.кз , но не дают загружать повреждения, то сбой на сайте, то в 14 часов пишут что можно отправлять только до 17 часов, но в 14 уже не принимают. До операторов дозвониться также проблема. Как бы ни было через суд или другими законными методами надеюсь нам получится восстановить справедливость. Но никому не рекомендую эту ужасную компанию.",Рекламное агентство полного цикла Тренд Актобе,0,,Актобе
2025-07-17,12:25:57,5,"Оформили полис быстро и понятно. Теперь знаю, что близкие под защитой. Рекомендую!",Mikhail Kim,0,,Актобе
2025-07-15,23:23:05,1,"Отвратительное обслуживание, затягивают выплаты, консультанты обещают много а по факту в сроки не укладываются.",Николай З,1,,Актобе
2025-07-12,01:19:19,1,Очень слабый сервис. Нету сотрудников и ответственых лиц. Не советую эту компанию,АЛИ МАСТЕР,3,,Актобе
2025-07-08,16:08:04,1,"Обслуживание на низком уровне. База не работает, зря время потерял.",Тайман Мухамбетов,2,,Актобе
2025-07-03,18:50:47,1,"Зачем вы делаете ремонт в рабочее время??? Поставили у входа ремонтировать с оборудованием,невозможно пройти. Щелочка в двери предлагают проходить через неё. Вообще ужасно это",Жансая Ербулатовна,0,,Актобе
2025-05-19,13:36:41,1,"Виновник дтп был застрахован в этой компании страховую выплату еле выплатили мне и то мизерную,не покрывает расходы на восстановление авто, отсутствует выездной комиссар,ужас просто ещё за АВТОСТРАХОВАНИЕ цены подняли по КЗ а услуга 0% не хотят платить ту сумму указанную в ЕВРОПРОТОКОЛЕ хотяб половину чтож я должен сам востанавливат",Болатбек Шегельтеков,0,,Актобе
2025-04-09,22:09:59,1,Вообще ужасная компания онлайн заявку даешь их филиала нет тут . Для взрослых там вообще не понятно месяц ходим не можем заявку отправить. Филиалы в Алмате и Астана,Городская легенда,0,,Актобе
